,x,y,z
79,30,27,0.29912467774555024
80,1,60,1.3199809852649467
81,13,97,1.5268792029513347
82,55,31,-0.4100098284591763
83,18,42,1.1533925167259351
84,44,22,0.2508272701701787
85,18,45,1.1110710309190384
86,32,83,-1.1775065227977124
87,4,99,3.4679113350330253
88,81,62,-1.6176457561311706
89,81,47,-0.12669328683820266
90,9,61,0.5421330302180206
91,76,35,-0.6456632385742578
92,59,40,0.2657552933196001
93,85,49,0.0101903997325191
94,21,21,-1.0580431853197738
95,68,57,-0.9486324438532581
96,46,11,-0.21007697976634332
97,13,36,1.5440338249264343
98,36,34,-0.06551400205723373
99,74,19,-0.08875657126404443
100,18,30,1.0566218180102185
101,79,29,-0.9052083960258157
102,91,28,0.1490066759790155
103,51,25,0.29888245711502337
104,29,35,1.1766729874638147
105,33,22,-0.4126262093307284
106,28,79,-1.0903364563495286
107,14,22,0.2630643987972126
108,23,19,-1.7959928611479756
109,47,60,-0.9726959767334729
110,28,29,0.3824702386357717
111,25,22,-1.2597175498634712
112,64,25,-0.03199719749991954
113,23,29,0.5602063770844378
114,65,22,0.2006467613245441
115,85,41,-0.12820432414217964
116,38,64,-0.6147430955050227
117,45,9,-0.32461395670181875
118,45,63,-1.3055025292117612
119,62,97,-1.4673720177497545
120,89,16,-0.2615620867318007
121,13,63,0.6676687202949128
122,90,36,0.291106806384378
123,42,34,-0.48516251933394683
124,57,71,-1.8503804252367586
125,4,21,0.4013397609690524
126,67,72,-2.1464423571849465
127,56,53,-0.6475048833069297
128,94,45,0.057563542272944565
129,75,22,-0.46795328951513837
130,41,98,-0.6196261582722136
131,21,26,0.7277243810433407
132,79,57,-0.3956347969263146
133,73,1,-0.14209173977614054
134,92,68,-1.3087895390713413
135,50,28,-0.05238649932564831
136,17,96,0.1904198221469522
137,74,93,-2.8216958525311995
138,29,21,-1.0269023424989714
139,16,93,0.5283038414686342
140,10,33,1.331568083566483
141,16,26,1.0351904136864185
142,6,79,0.9685011853597635
143,8,89,1.6575236038510908
144,94,10,0.39626664628779334
145,44,3,-1.31595695622296
146,19,15,-1.1370254176376713
147,97,45,0.3181722659392768
148,63,4,0.7153949884627041
149,54,39,-0.6810305928649888
150,79,9,-0.12559200593389708
151,0,44,0.016902537521409956
152,44,68,-1.4717882014977335
153,17,35,1.068412052470455
154,94,35,0.19940734942849378
155,35,83,-1.1354303069074605
156,36,9,-0.8844374003645321
157,88,48,-0.17768482915679376
158,47,36,0.091032638973734
159,72,2,-0.04865873151765146
160,57,78,-1.6467560431485713
161,80,98,-2.119934706100239
162,6,29,0.5196530754251414
163,87,62,-0.7684834918133964
164,4,64,1.368975635283876
165,10,40,1.3010392460600386
166,67,25,0.2733196005706795
167,34,10,-1.163648300101431
168,4,67,1.0650444549168503
169,27,60,-0.046905508356004315
170,72,69,-3.050980942538977
171,90,45,-0.5744565484889775
172,72,67,-2.8600431263165476
173,17,53,0.45633793358725216
174,17,56,0.5570991877587678
175,97,7,0.7862942270502541
176,15,35,1.4327040278996899
177,34,75,-0.9431959392887871
178,10,76,0.4863843608880766
179,84,83,-2.9583876830026696
180,57,64,-1.9928046915454762
181,3,59,1.2593050971309778
182,27,23,-0.9536329893565794
183,50,39,-0.43123820455824385
184,14,8,-0.9413990830670281
185,89,68,-1.6183621031569673
186,79,73,-3.142591020273983
187,72,79,-3.785323541977817
188,41,93,0.004366298734380436
189,57,52,-0.5700272538348734
190,63,77,-2.35941098457152
191,77,23,-0.8641861529231565
192,8,3,0.7888467118578718
193,33,90,-1.5292488759812537
194,61,25,-0.1597209841078413
195,12,58,0.48208184394835346
196,67,30,0.18845326876753307
197,66,98,-2.076806961807277
198,91,40,0.11560670192636087
199,9,68,0.8261569409557206
